,0,1
10054,10054,0
68888,68888,0
121389,121389,3
111295,111295,0
15347,15347,0
49082,49082,3
90836,90836,3
93206,93206,0
20111,20111,3
103383,103383,0
66294,66294,0
80830,80830,0
94670,94670,0
64419,64419,3
67532,67532,0
34093,34093,0
56059,56059,3
70321,70321,3
18937,18937,1
1602,1602,3
61861,61861,3
56379,56379,0
100942,100942,3
78190,78190,0
100423,100423,3
75293,75293,0
128699,128699,0
34273,34273,1
112170,112170,0
76863,76863,3
66079,66079,3
98149,98149,1
21527,21527,0
120440,120440,3
65643,65643,3
65182,65182,1
86670,86670,0
95751,95751,3
35192,35192,0
63463,63463,3
107883,107883,1
64568,64568,0
111755,111755,3
58135,58135,3
46592,46592,0
130972,130972,0
73443,73443,3
100193,100193,0
3360,3360,3
20091,20091,0
54321,54321,0
12928,12928,3
13799,13799,0
95700,95700,0
133599,133599,0
70075,70075,3
40654,40654,0
63751,63751,0
48283,48283,3
14668,14668,3
128238,128238,0
121942,121942,0
105979,105979,3
14816,14816,3
91934,91934,0
132724,132724,0
54111,54111,0
84772,84772,0
67102,67102,3
45390,45390,3
28377,28377,3
54539,54539,0
7325,7325,3
123827,123827,0
50335,50335,3
10536,10536,0
46773,46773,0
8260,8260,3
105175,105175,0
66075,66075,0
5313,5313,3
28241,28241,3
134795,134795,3
74485,74485,3
106925,106925,1
22464,22464,3
76985,76985,0
43900,43900,0
111171,111171,3
52914,52914,1
113334,113334,3
108903,108903,0
4199,4199,3
96808,96808,2
76219,76219,3
5252,5252,3
88374,88374,0
67280,67280,0
97448,97448,0
3799,3799,3
8225,8225,3
74273,74273,4
58722,58722,0
13197,13197,0
78120,78120,0
119941,119941,0
114625,114625,0
39289,39289,3
73639,73639,0
36591,36591,3
19803,19803,0
90295,90295,0
64530,64530,0
79979,79979,0
525,525,0
1217,1217,0
134710,134710,3
82041,82041,0
42976,42976,1
13039,13039,3
105782,105782,1
97793,97793,0
109491,109491,0
11385,11385,3
102100,102100,3
133908,133908,3
44160,44160,0
133936,133936,3
84280,84280,3
86031,86031,0
134209,134209,3
127509,127509,1
12117,12117,3
73674,73674,0
2474,2474,1
106179,106179,0
45412,45412,0
32770,32770,0
85466,85466,1
7620,7620,3
63104,63104,0
72646,72646,3
126259,126259,0
85688,85688,0
82875,82875,3
26946,26946,0
104269,104269,0
134996,134996,0
12630,12630,0
128519,128519,1
85113,85113,0
17625,17625,0
44540,44540,3
100195,100195,0
128669,128669,3
29829,29829,0
122373,122373,0
2114,2114,0
71658,71658,0
95564,95564,0
75243,75243,0
33543,33543,0
105838,105838,3
11188,11188,0
21856,21856,4
68085,68085,3
125798,125798,3
120969,120969,3
133989,133989,0
8821,8821,0
76217,76217,3
109631,109631,0
84888,84888,3
129358,129358,0
43006,43006,3
99130,99130,3
79410,79410,1
64632,64632,1
106813,106813,0
9184,9184,0
43999,43999,0
45928,45928,3
40153,40153,3
87679,87679,3
83210,83210,1
38144,38144,1
17664,17664,0
23505,23505,3
124850,124850,0
35346,35346,1
132482,132482,3
46321,46321,0
55969,55969,0
82764,82764,0
96885,96885,2
18252,18252,0
18360,18360,0
65554,65554,0
110997,110997,3
119961,119961,3
125735,125735,3
60113,60113,0
24446,24446,0
118653,118653,0
37215,37215,0
6752,6752,3
14734,14734,0
62516,62516,1
67272,67272,0
46226,46226,0
31388,31388,0
8400,8400,3
63383,63383,0
89903,89903,3
40336,40336,3
40678,40678,0
109295,109295,0
135325,135325,3
631,631,1
34777,34777,3
102596,102596,0
49,49,3
15165,15165,3
82640,82640,0
7226,7226,3
902,902,1
29211,29211,0
116283,116283,0
15364,15364,0
129600,129600,0
33187,33187,0
85926,85926,3
130886,130886,3
37857,37857,3
125683,125683,0
59558,59558,0
83358,83358,3
93235,93235,3
10783,10783,0
126200,126200,3
92639,92639,0
26605,26605,3
57231,57231,0
99380,99380,3
41331,41331,1
53941,53941,3
33951,33951,0
76770,76770,0
109976,109976,0
34898,34898,0
74668,74668,0
125282,125282,1
12956,12956,1
74610,74610,0
36048,36048,1
65394,65394,3
61944,61944,0
17869,17869,0
6547,6547,3
74925,74925,3
4863,4863,3
120315,120315,3
56829,56829,0
54011,54011,0
135520,135520,3
70947,70947,3
109464,109464,3
125029,125029,0
14600,14600,0
9870,9870,0
45548,45548,1
30664,30664,0
5576,5576,3
118681,118681,0
34996,34996,0
17313,17313,3
6648,6648,3
42274,42274,0
108055,108055,0
123239,123239,3
34466,34466,3
90584,90584,1
53495,53495,3
73024,73024,3
43716,43716,3
99185,99185,0
109823,109823,3
24889,24889,0
17166,17166,3
88401,88401,3
40567,40567,0
44960,44960,1
122116,122116,3
19041,19041,0
56166,56166,0
47985,47985,0
12478,12478,3
85344,85344,3
31490,31490,1
91035,91035,0
130870,130870,0
48662,48662,3
72830,72830,0
48857,48857,3
76734,76734,0
135331,135331,0
92078,92078,3
63736,63736,1
111202,111202,3
31542,31542,0
95327,95327,3
102149,102149,0
62988,62988,0
63306,63306,1
105479,105479,3
84829,84829,0
2757,2757,0
92323,92323,3
45851,45851,3
15578,15578,0
35096,35096,3
563,563,0
119957,119957,3
34829,34829,3
126928,126928,0
18200,18200,1
125535,125535,3
101766,101766,0
68982,68982,0
9287,9287,3
66636,66636,3
10610,10610,3
69737,69737,0
105615,105615,0
73463,73463,0
99188,99188,1
4562,4562,3
94250,94250,0
32096,32096,3
100880,100880,0
61911,61911,1
48026,48026,3
52193,52193,3
1099,1099,0
53794,53794,0
67453,67453,3
15474,15474,0
31431,31431,0
99005,99005,3
18620,18620,3
61642,61642,1
26894,26894,0
107459,107459,0
72899,72899,0
108246,108246,1
11794,11794,0
126053,126053,0
30710,30710,0
59818,59818,3
60141,60141,0
36260,36260,1
12145,12145,3
127088,127088,0
97508,97508,0
78557,78557,0
85050,85050,3
19645,19645,0
20794,20794,3
106889,106889,0
68059,68059,3
65646,65646,0
17654,17654,3
87094,87094,0
128988,128988,1
95578,95578,3
117790,117790,1
36571,36571,3
43928,43928,3
79893,79893,0
50586,50586,0
72382,72382,3
28953,28953,3
47103,47103,1
60316,60316,3
116311,116311,0
51017,51017,0
38812,38812,1
98298,98298,3
7780,7780,3
107970,107970,0
30960,30960,0
105634,105634,0
77377,77377,0
18419,18419,0
17195,17195,3
17076,17076,0
76804,76804,3
54819,54819,3
36842,36842,0
54828,54828,3
114201,114201,0
130689,130689,1
17604,17604,0
132086,132086,3
96602,96602,2
107335,107335,0
670,670,0
130965,130965,1
131320,131320,0
122854,122854,1
11877,11877,0
51206,51206,0
49888,49888,0
111105,111105,3
118979,118979,0
69993,69993,0
54366,54366,0
19140,19140,0
39836,39836,3
124074,124074,0
116542,116542,0
90535,90535,0
132485,132485,3
45450,45450,3
110649,110649,0
94658,94658,3
8883,8883,3
76194,76194,0
79022,79022,0
113317,113317,0
113356,113356,0
127561,127561,3
29632,29632,0
103436,103436,3
122802,122802,3
66319,66319,3
99234,99234,1
101900,101900,0
10713,10713,0
97921,97921,1
69099,69099,0
99752,99752,3
117538,117538,0
101389,101389,0
106496,106496,3
61537,61537,3
86748,86748,1
61,61,3
92337,92337,0
66613,66613,3
132418,132418,0
125258,125258,0
67044,67044,3
57638,57638,1
11776,11776,3
119698,119698,0
83292,83292,3
129084,129084,3
81228,81228,3
54657,54657,0
47781,47781,3
77556,77556,3
12845,12845,0
13359,13359,3
106476,106476,0
44197,44197,0
97935,97935,0
51876,51876,0
29062,29062,3
60056,60056,0
79634,79634,3
35051,35051,3
15681,15681,3
124138,124138,0
90971,90971,0
95460,95460,0
57909,57909,0
34458,34458,3
38124,38124,3
27194,27194,3
98327,98327,1
120930,120930,3
53776,53776,0
117013,117013,0
16554,16554,3
52411,52411,3
43996,43996,0
114901,114901,0
1077,1077,0
132682,132682,0
15067,15067,3
107091,107091,3
25880,25880,3
122630,122630,3
85101,85101,3
1260,1260,0
85668,85668,0
5526,5526,3
119981,119981,3
134861,134861,1
27437,27437,0
100799,100799,3
28464,28464,3
98963,98963,3
56620,56620,3
109970,109970,3
112054,112054,0
118835,118835,0
122113,122113,3
39371,39371,3
94935,94935,0
36252,36252,4
41956,41956,0
22515,22515,0
18811,18811,0
103224,103224,0
30817,30817,0
23370,23370,3
133148,133148,3
99727,99727,3
84001,84001,0
103469,103469,0
87344,87344,3
28909,28909,3
108145,108145,3
14108,14108,0
41859,41859,0
71802,71802,0
85655,85655,1
116149,116149,3
127073,127073,0
110796,110796,0
10153,10153,3
110712,110712,3
126405,126405,3
17026,17026,3
44958,44958,0
34238,34238,0
2923,2923,0
95708,95708,1
37782,37782,0
19595,19595,3
41447,41447,3
37364,37364,0
106298,106298,3
127877,127877,3
30814,30814,0
24785,24785,0
28730,28730,3
39016,39016,0
92043,92043,0
80235,80235,0
15607,15607,3
109298,109298,0
93033,93033,0
66482,66482,3
80114,80114,0
126812,126812,0
73520,73520,0
65717,65717,0
38168,38168,0
101945,101945,3
13826,13826,0
99875,99875,0
79041,79041,0
129764,129764,0
23120,23120,0
50671,50671,3
22506,22506,0
96504,96504,2
100266,100266,0
105070,105070,3
99882,99882,0
40017,40017,0
85735,85735,0
41539,41539,3
60830,60830,4
17547,17547,0
40231,40231,0
93315,93315,3
66316,66316,1
72117,72117,0
100557,100557,3
60713,60713,0
60209,60209,0
53637,53637,3
65751,65751,3
70049,70049,3
122023,122023,3
55275,55275,3
92557,92557,0
2885,2885,0
32727,32727,0
119098,119098,3
96964,96964,2
7050,7050,3
54667,54667,0
132223,132223,3
50827,50827,3
89265,89265,3
14561,14561,0
71027,71027,0
85420,85420,3
27047,27047,0
134578,134578,3
101739,101739,3
103759,103759,0
85262,85262,3
30003,30003,0
109169,109169,0
127409,127409,3
116799,116799,0
131851,131851,0
35433,35433,3
127425,127425,3
67254,67254,3
130868,130868,3
53754,53754,3
34480,34480,3
23859,23859,0
79010,79010,0
123324,123324,3
46655,46655,3
31787,31787,3
127421,127421,0
8023,8023,3
96911,96911,2
89899,89899,3
99913,99913,3
36450,36450,3
105830,105830,0
45646,45646,1
30862,30862,0
8925,8925,3
24349,24349,0
79097,79097,3
51816,51816,3
2990,2990,3
129398,129398,0
51430,51430,0
82523,82523,0
125166,125166,0
84470,84470,1
97795,97795,3
6348,6348,3
56304,56304,3
101478,101478,0
113587,113587,3
2845,2845,0
102906,102906,1
13719,13719,0
43581,43581,0
19234,19234,3
9722,9722,1
109052,109052,3
125883,125883,4
54136,54136,3
131890,131890,1
42496,42496,0
126057,126057,3
12339,12339,0
84710,84710,3
71589,71589,0
17088,17088,0
31934,31934,0
44749,44749,3
78076,78076,3
44539,44539,1
44591,44591,0
68644,68644,0
112115,112115,0
23277,23277,3
98461,98461,0
43213,43213,0
119313,119313,3
16030,16030,1
86954,86954,3
29847,29847,0
99398,99398,0
106508,106508,0
19582,19582,1
57244,57244,0
36423,36423,0
18455,18455,1
10809,10809,0
1639,1639,3
62760,62760,0
99695,99695,0
47409,47409,0
58705,58705,3
86002,86002,0
81047,81047,3
34530,34530,3
34147,34147,1
16344,16344,0
96478,96478,2
64869,64869,0
113677,113677,0
61056,61056,0
40070,40070,0
56386,56386,1
95946,95946,1
103406,103406,0
69234,69234,3
99850,99850,0
4586,4586,3
116014,116014,3
45727,45727,0
100011,100011,0
74880,74880,0
54084,54084,0
62198,62198,3
48405,48405,3
67057,67057,3
108805,108805,1
71009,71009,0
79863,79863,0
114843,114843,0
48218,48218,3
63584,63584,0
34807,34807,1
15139,15139,3
108543,108543,3
118885,118885,0
23970,23970,3
93150,93150,3
80557,80557,0
55838,55838,3
16500,16500,0
126819,126819,1
66622,66622,0
4363,4363,3
133620,133620,0
106643,106643,0
126550,126550,0
78788,78788,0
97265,97265,0
103133,103133,3
124631,124631,0
129788,129788,1
55522,55522,3
37583,37583,1
55990,55990,0
98556,98556,0
38935,38935,0
133931,133931,0
118990,118990,0
92237,92237,0
28178,28178,3
133984,133984,1
56449,56449,1
102162,102162,3
71689,71689,0
98164,98164,3
99842,99842,3
125888,125888,1
134976,134976,0
21641,21641,0
135324,135324,0
124657,124657,0
2725,2725,0
89320,89320,0
125528,125528,0
70759,70759,3
48199,48199,3
67791,67791,3
58403,58403,1
7269,7269,3
7725,7725,3
26643,26643,1
56906,56906,0
71336,71336,3
3233,3233,3
104119,104119,0
29931,29931,0
33928,33928,3
50766,50766,3
106619,106619,1
108579,108579,0
126559,126559,0
37795,37795,0
125009,125009,0
31900,31900,0
18516,18516,3
86896,86896,0
77039,77039,0
41385,41385,0
64055,64055,3
84786,84786,0
113029,113029,0
62326,62326,0
23032,23032,0
110351,110351,3
87215,87215,3
3586,3586,3
132505,132505,0
83494,83494,3
46808,46808,0
57708,57708,0
51441,51441,0
83189,83189,0
5676,5676,3
22232,22232,0
67625,67625,3
63679,63679,0
72953,72953,0
19407,19407,0
46423,46423,3
58868,58868,0
71193,71193,0
873,873,3
114251,114251,0
130045,130045,0
10398,10398,3
25034,25034,0
9999,9999,4
42613,42613,3
21733,21733,1
87072,87072,1
52058,52058,3
4276,4276,3
87270,87270,0
79890,79890,0
28873,28873,3
32680,32680,3
55537,55537,1
116126,116126,0
62732,62732,0
133658,133658,0
26462,26462,0
121368,121368,0
126845,126845,3
60281,60281,0
1771,1771,3
133674,133674,1
12820,12820,0
59889,59889,0
76446,76446,3
73174,73174,0
110154,110154,0
1029,1029,3
30191,30191,0
44616,44616,3
58987,58987,0
44781,44781,0
132294,132294,3
9276,9276,3
54156,54156,0
1040,1040,0
130912,130912,3
35616,35616,0
84938,84938,0
77018,77018,3
26080,26080,3
112312,112312,3
38804,38804,3
119014,119014,0
20443,20443,3
55112,55112,3
83207,83207,0
73845,73845,1
14791,14791,0
58125,58125,3
96463,96463,2
10642,10642,0
65274,65274,0
85638,85638,0
85762,85762,0
57307,57307,0
32086,32086,0
127747,127747,0
8490,8490,3
52640,52640,0
24231,24231,0
15079,15079,0
59714,59714,0
91985,91985,0
88663,88663,0
48138,48138,3
97463,97463,0
109871,109871,0
35957,35957,0
132989,132989,3
120107,120107,0
90776,90776,0
134321,134321,3
43259,43259,1
59636,59636,0
83065,83065,3
33684,33684,0
32604,32604,0
106621,106621,0
114043,114043,3
75636,75636,0
71482,71482,0
123575,123575,1
99037,99037,0
24,24,3
16839,16839,3
12658,12658,3
33429,33429,0
1960,1960,3
53086,53086,3
88004,88004,0
14895,14895,3
64867,64867,0
80190,80190,0
15917,15917,3
93195,93195,1
117339,117339,3
128200,128200,3
133987,133987,3
27024,27024,0
134327,134327,3
87932,87932,0
28361,28361,3
132178,132178,3
112828,112828,0
82885,82885,0
49680,49680,3
112069,112069,0
20652,20652,3
99551,99551,0
57581,57581,0
115014,115014,0
121983,121983,3
13868,13868,0
102664,102664,0
46656,46656,3
20411,20411,0
110841,110841,0
15699,15699,0
44144,44144,1
74153,74153,0
91581,91581,3
4108,4108,3
54764,54764,3
34368,34368,0
6685,6685,3
53132,53132,3
25321,25321,0
101250,101250,1
20759,20759,3
63880,63880,3
133429,133429,0
10377,10377,0
9799,9799,0
116934,116934,1
49068,49068,3
93834,93834,3
131010,131010,0
67250,67250,3
64833,64833,3
68587,68587,0
14910,14910,0
31198,31198,0
29233,29233,0
46102,46102,3
123345,123345,0
111861,111861,0
89324,89324,3
92462,92462,0
39878,39878,0
133249,133249,1
128592,128592,3
100577,100577,0
94117,94117,0
42979,42979,3
130507,130507,1
41233,41233,0
124127,124127,1
41015,41015,0
61435,61435,0
112480,112480,3
18755,18755,0
78159,78159,0
70324,70324,3
86827,86827,3
23800,23800,3
111540,111540,0
76486,76486,3
129049,129049,0
96868,96868,2
8088,8088,3
17009,17009,0
16890,16890,0
41245,41245,3
60758,60758,0
116020,116020,0
39674,39674,3
26368,26368,0
131121,131121,0
25377,25377,0
9301,9301,3
4578,4578,3
91558,91558,0
536,536,3
84882,84882,0
134959,134959,0
22103,22103,0
2388,2388,0
63500,63500,3
56642,56642,3
91514,91514,0
3342,3342,3
81598,81598,3
13958,13958,1
27816,27816,0
84191,84191,0
85810,85810,0
73942,73942,3
117541,117541,0
50198,50198,0
70869,70869,3
36608,36608,3
83617,83617,0
126658,126658,0
31353,31353,0
128326,128326,0
87169,87169,0
54737,54737,0
6365,6365,3
102242,102242,0
88464,88464,0
124399,124399,1
30059,30059,0
17542,17542,0
28792,28792,3
31364,31364,0
53234,53234,3
126026,126026,0
108489,108489,1
41803,41803,3
9234,9234,3
132017,132017,0
19926,19926,0
68133,68133,0
74230,74230,3
64158,64158,3
71989,71989,1
135014,135014,0
121636,121636,0
59365,59365,3
97827,97827,0
95469,95469,0
92209,92209,3
108989,108989,0
100450,100450,0
25338,25338,0
39515,39515,1
122195,122195,0
20952,20952,0
132919,132919,3
22652,22652,0
95247,95247,0
111533,111533,3
67523,67523,3
80900,80900,3
64661,64661,0
22773,22773,0
51597,51597,0
118689,118689,0
37745,37745,0
45481,45481,0
84782,84782,0
14087,14087,0
95534,95534,0
119745,119745,0
102744,102744,0
85450,85450,0
102452,102452,3
86059,86059,1
8393,8393,3
44229,44229,3
978,978,0
76846,76846,0
85634,85634,1
116904,116904,3
105341,105341,0
37342,37342,3
82601,82601,0
72027,72027,0
125283,125283,0
86680,86680,3
2331,2331,3
85412,85412,0
57798,57798,0
94518,94518,0
15830,15830,0
83841,83841,3
20240,20240,0
3700,3700,3
89283,89283,0
11482,11482,0
131967,131967,0
85680,85680,0
39188,39188,3
77592,77592,3
53385,53385,1
115025,115025,0
135211,135211,0
127728,127728,0
20974,20974,4
129729,129729,0
35610,35610,0
11714,11714,0
70668,70668,0
100103,100103,3
68387,68387,0
19962,19962,0
88703,88703,0
92857,92857,3
77540,77540,0
11753,11753,0
116250,116250,0
96237,96237,2
71465,71465,0
74133,74133,3
58836,58836,0
117207,117207,0
13596,13596,0
91772,91772,3
36879,36879,3
121521,121521,0
110369,110369,3
128340,128340,0
129533,129533,0
111027,111027,3
3858,3858,3
44873,44873,0
98433,98433,3
77730,77730,0
25631,25631,0
82140,82140,1
29494,29494,0
2649,2649,0
101052,101052,0
128777,128777,0
7720,7720,3
77677,77677,0
39252,39252,1
373,373,3
6264,6264,3
42724,42724,0
83735,83735,0
84513,84513,3
38014,38014,0
27795,27795,1
88832,88832,3
7110,7110,3
110156,110156,0
67909,67909,3
105730,105730,3
121780,121780,3
42210,42210,3
76686,76686,3
39490,39490,1
26766,26766,3
102354,102354,0
91161,91161,0
27526,27526,0
44679,44679,3
134923,134923,1
88745,88745,0
46238,46238,3
108554,108554,0
97495,97495,0
24367,24367,3
7952,7952,3
83880,83880,3
131644,131644,0
44880,44880,0
31880,31880,1
109155,109155,0
68686,68686,3
91805,91805,3
102034,102034,3
51154,51154,1
47069,47069,0
114477,114477,3
106591,106591,3
111920,111920,3
106290,106290,0
89427,89427,3
35289,35289,0
3277,3277,3
20004,20004,0
52013,52013,3
121733,121733,3
113807,113807,3
109258,109258,0
22874,22874,0
120700,120700,0
112415,112415,3
59493,59493,3
66210,66210,3
55518,55518,0
134216,134216,0
110306,110306,0
29459,29459,0
61659,61659,3
73422,73422,3
76012,76012,1
97794,97794,0
102438,102438,0
13257,13257,3
90689,90689,0
111430,111430,0
114163,114163,3
75632,75632,3
11689,11689,3
81021,81021,3
36793,36793,0
88833,88833,0
67312,67312,3
104631,104631,0
41085,41085,1
96240,96240,2
28480,28480,3
119900,119900,1
71125,71125,3
99406,99406,0
37222,37222,0
133780,133780,3
129482,129482,3
124027,124027,0
83193,83193,3
9050,9050,0
27298,27298,1
129950,129950,0
54394,54394,0
31270,31270,0
53905,53905,3
37977,37977,0
121552,121552,0
90108,90108,3
111226,111226,3
52695,52695,1
24764,24764,3
112630,112630,0
3990,3990,3
66442,66442,0
36804,36804,1
64715,64715,0
114619,114619,3
36089,36089,0
49532,49532,0
43277,43277,0
77289,77289,3
11281,11281,0
60225,60225,3
52209,52209,0
106314,106314,3
80267,80267,0
135202,135202,0
46832,46832,3
13002,13002,3
124596,124596,0
95892,95892,0
119457,119457,0
49856,49856,3
17434,17434,0
35339,35339,3
110759,110759,0
11652,11652,0
97700,97700,0
127230,127230,0
12757,12757,0
84870,84870,3
70586,70586,3
124103,124103,0
98438,98438,0
89115,89115,3
91968,91968,0
69262,69262,0
39792,39792,0
86685,86685,0
130307,130307,1
84020,84020,3
7640,7640,3
83437,83437,3
2908,2908,0
55973,55973,0
129288,129288,1
69525,69525,1
111630,111630,1
39455,39455,3
45755,45755,0
115099,115099,0
36259,36259,0
132858,132858,0
107149,107149,0
103357,103357,3
6271,6271,3
101027,101027,3
131347,131347,0
49761,49761,3
95036,95036,0
71383,71383,3
64677,64677,0
7831,7831,3
88389,88389,0
69632,69632,3
29760,29760,0
103650,103650,0
59640,59640,3
55320,55320,3
72703,72703,0
25776,25776,3
59918,59918,0
9792,9792,0
104979,104979,0
85957,85957,0
80786,80786,0
75668,75668,0
75223,75223,3
8181,8181,3
94867,94867,0
107329,107329,3
35994,35994,3
5679,5679,3
64993,64993,0
76943,76943,0
31694,31694,0
147,147,0
120767,120767,1
111536,111536,0
60974,60974,0
58494,58494,0
47226,47226,0
107757,107757,1
42068,42068,3
100609,100609,3
55263,55263,3
61004,61004,0
115571,115571,0
81727,81727,3
115662,115662,0
89089,89089,3
115182,115182,3
1588,1588,3
119560,119560,0
99022,99022,0
42566,42566,3
47955,47955,0
4778,4778,3
30393,30393,0
55532,55532,0
11072,11072,0
82732,82732,0
10990,10990,1
134939,134939,0
22138,22138,0
39394,39394,0
19125,19125,3
44740,44740,3
23388,23388,3
124569,124569,0
16123,16123,3
38721,38721,4
33201,33201,0
72602,72602,0
94728,94728,3
81328,81328,1
121184,121184,0
109697,109697,3
73840,73840,3
50743,50743,3
23827,23827,3
127599,127599,0
59093,59093,0
24056,24056,3
68452,68452,0
64836,64836,0
23734,23734,0
110045,110045,0
6877,6877,3
78418,78418,0
93781,93781,3
107907,107907,0
99979,99979,0
39246,39246,1
99930,99930,0
54965,54965,3
24947,24947,3
55289,55289,0
29958,29958,0
40801,40801,1
101675,101675,0
39240,39240,3
58128,58128,0
4916,4916,3
52831,52831,3
114182,114182,0
115354,115354,0
128436,128436,3
125143,125143,3
12223,12223,0
111638,111638,1
119345,119345,3
91215,91215,3
115592,115592,0
76849,76849,0
53891,53891,1
50418,50418,3
56149,56149,0
11107,11107,3
125112,125112,0
107961,107961,1
121655,121655,0
52978,52978,3
6881,6881,3
131255,131255,1
35826,35826,3
87418,87418,3
52471,52471,0
41199,41199,3
5208,5208,3
29842,29842,0
3931,3931,3
130270,130270,3
101242,101242,3
29325,29325,0
68022,68022,3
44128,44128,0
39525,39525,0
72748,72748,3
13309,13309,3
108310,108310,0
67006,67006,0
134181,134181,1
51004,51004,0
39723,39723,3
42449,42449,0
56085,56085,3
1751,1751,0
133948,133948,3
69090,69090,3
27183,27183,0
87465,87465,1
79219,79219,0
73980,73980,0
31082,31082,0
107768,107768,0
1253,1253,0
24876,24876,0
66639,66639,0
124219,124219,3
16644,16644,3
55582,55582,0
18377,18377,3
2225,2225,0
105914,105914,3
8856,8856,3
90165,90165,0
96695,96695,2
64432,64432,0
127093,127093,0
113663,113663,3
66503,66503,3
95545,95545,0
16271,16271,3
102595,102595,0
54352,54352,0
20444,20444,3
31806,31806,3
66419,66419,0
130403,130403,0
115572,115572,1
51770,51770,3
58840,58840,3
38434,38434,0
80999,80999,0
57312,57312,0
70939,70939,0
33886,33886,3
104782,104782,3
19829,19829,3
114820,114820,3
4267,4267,3
89319,89319,0
7323,7323,3
129355,129355,0
73868,73868,0
101356,101356,0
42764,42764,3
87040,87040,3
123036,123036,0
122265,122265,3
12806,12806,0
126381,126381,3
31479,31479,0
93112,93112,0
124783,124783,3
84760,84760,0
101690,101690,0
94113,94113,0
13931,13931,0
41671,41671,0
44412,44412,0
15741,15741,3
123293,123293,0
50860,50860,2
7860,7860,3
71761,71761,0
73732,73732,0
115197,115197,0
130440,130440,3
118322,118322,3
132465,132465,0
54015,54015,0
124179,124179,0
111220,111220,3
111843,111843,0
26703,26703,3
36361,36361,0
48391,48391,0
105013,105013,3
75912,75912,3
54046,54046,0
34690,34690,0
40763,40763,0
110124,110124,0
122824,122824,0
134144,134144,3
99215,99215,0
22107,22107,3
38582,38582,1
54894,54894,0
57686,57686,0
3368,3368,3
105740,105740,0
41443,41443,0
40634,40634,0
112946,112946,3
38447,38447,3
79169,79169,1
127202,127202,0
62428,62428,1
88764,88764,0
43932,43932,0
45071,45071,0
114025,114025,0
93118,93118,1
127359,127359,0
66818,66818,0
71093,71093,3
27720,27720,0
29025,29025,3
44302,44302,3
70801,70801,1
85304,85304,3
57082,57082,0
69665,69665,0
17720,17720,0
88058,88058,0
130437,130437,3
81902,81902,0
92882,92882,0
87767,87767,3
55853,55853,3
54700,54700,0
42695,42695,1
21929,21929,0
87375,87375,3
112779,112779,0
37003,37003,3
119024,119024,3
3259,3259,1
96510,96510,2
129970,129970,0
130365,130365,0
119012,119012,3
60299,60299,3
48796,48796,3
23346,23346,0
104073,104073,0
98471,98471,0
30233,30233,0
18592,18592,0
2226,2226,0
1024,1024,3
108015,108015,0
77094,77094,0
73629,73629,3
100144,100144,0
16290,16290,0
98278,98278,0
36574,36574,3
109643,109643,4
129543,129543,0
123474,123474,3
110563,110563,3
108341,108341,0
12508,12508,3
564,564,3
106256,106256,3
78665,78665,3
100116,100116,3
68715,68715,1
133309,133309,1
81649,81649,1
19940,19940,0
280,280,0
74914,74914,0
105404,105404,3
46466,46466,1
74023,74023,0
73073,73073,0
58801,58801,0
135446,135446,0
62817,62817,0
28608,28608,3
2913,2913,0
15323,15323,0
32012,32012,0
60702,60702,0
53113,53113,3
41571,41571,0
5187,5187,3
2901,2901,1
42471,42471,0
62728,62728,3
109189,109189,3
131025,131025,3
133587,133587,0
93902,93902,0
22262,22262,0
73381,73381,3
30574,30574,0
124947,124947,0
859,859,3
49341,49341,3
6705,6705,3
14711,14711,0
70895,70895,0
10917,10917,1
62715,62715,1
61091,61091,1
85109,85109,0
48859,48859,0
43312,43312,3
8797,8797,0
47269,47269,3
56453,56453,3
21721,21721,0
123413,123413,3
101701,101701,3
131765,131765,3
112996,112996,0
100908,100908,3
55348,55348,3
23454,23454,0
34201,34201,1
66526,66526,1
68660,68660,0
126235,126235,0
69597,69597,0
6446,6446,3
43067,43067,3
20934,20934,3
45446,45446,3
38324,38324,3
39234,39234,3
69406,69406,3
37644,37644,3
68556,68556,0
54404,54404,0
56781,56781,3
44538,44538,3
86734,86734,0
113239,113239,0
73908,73908,0
5621,5621,3
99262,99262,3
29706,29706,0
78403,78403,0
88063,88063,1
110577,110577,3
77348,77348,0
25238,25238,0
87827,87827,3
123919,123919,0
119951,119951,3
108438,108438,1
96655,96655,2
107054,107054,3
52277,52277,0
4067,4067,3
56519,56519,3
126648,126648,3
110794,110794,0
62031,62031,1
89507,89507,3
94252,94252,3
113343,113343,3
62081,62081,3
82188,82188,0
91,91,0
31515,31515,0
91334,91334,0
98822,98822,3
119775,119775,0
87035,87035,3
102172,102172,0
25737,25737,3
119201,119201,0
28928,28928,3
48976,48976,0
110580,110580,3
66073,66073,3
13424,13424,0
67565,67565,0
125809,125809,0
63574,63574,0
42228,42228,0
85845,85845,1
54903,54903,0
17266,17266,3
49886,49886,0
81522,81522,3
99479,99479,0
74626,74626,0
118704,118704,1
113586,113586,3
13036,13036,1
71759,71759,3
32329,32329,0
124389,124389,0
4488,4488,3
105406,105406,0
101425,101425,0
129319,129319,0
40240,40240,0
93662,93662,3
92921,92921,0
90220,90220,0
60995,60995,0
101514,101514,0
59088,59088,3
90120,90120,1
24626,24626,0
48184,48184,1
85477,85477,3
48395,48395,0
8412,8412,3
24851,24851,0
31292,31292,0
68015,68015,0
20308,20308,4
131294,131294,3
64103,64103,3
9222,9222,0
